condition,adv_word,attempted_obfuscation,num_positive,num_negative,avg_pos_score,avg_neg_score,std_pos_score,std_neg_score,recall@1fpr_mean,recall@1fpr_ci_low,recall@1fpr_ci_high,recall@0.01fpr_mean,recall@0.01fpr_ci_low,recall@0.01fpr_ci_high,recall@5fpr_mean,recall@5fpr_ci_low,recall@5fpr_ci_high,fpr_at_1pct_threshold_mean,fpr_at_1pct_threshold_ci_low,fpr_at_1pct_threshold_ci_high,fpr_at_001pct_threshold_mean,fpr_at_001pct_threshold_ci_low,fpr_at_001pct_threshold_ci_high
pvixjyvhcs,pvixjyvhcs,True,1000,1000,0.766404052734375,0.35983447265625,0.07680488541505512,0.08912850680414097,0.951,0.915,0.979,0.842,0.82,0.91,0.994,0.988,0.998,0.009,0.004,0.015,0.0,0.0,0.0
wapvkcwzkt,wapvkcwzkt,True,1000,1000,0.7703857421875,0.35983447265625,0.07672851702328536,0.08912850680414097,0.951,0.921,0.979,0.849,0.828,0.919,0.994,0.988,0.998,0.009,0.003975000000000023,0.015,0.0,0.0,0.0
cat,cat,True,1000,1000,0.76715478515625,0.35983447265625,0.07882089861287873,0.08912850680414097,0.95,0.916,0.9750249999999999,0.842,0.822,0.912,0.991,0.985,0.997,0.009,0.003,0.015,0.0,0.0,0.0
cat-focused,cat-focused,True,1000,1000,0.695053955078125,0.35983447265625,0.07836264877060292,0.08912850680414097,0.853,0.77595,0.930025,0.605,0.578,0.77,0.971,0.955,0.985,0.009,0.004,0.016,0.0,0.0,0.0
biblical,biblical,True,1000,1000,0.76323828125,0.35983447265625,0.08607693192006062,0.08912850680414097,0.937,0.889,0.966,0.815,0.795,0.896,0.987,0.978,0.995,0.009,0.003,0.016,0.0,0.0,0.0
ironic,ironic,True,1000,1000,0.77310107421875,0.35983447265625,0.0739295170860741,0.08912850680414097,0.96,0.931,0.985,0.854,0.834975,0.92505,0.996,0.99,0.999,0.009,0.003975000000000023,0.015,0.0,0.0,0.0
table-related,table-related,True,1000,1000,0.75261767578125,0.35983447265625,0.0828979471393664,0.08912850680414097,0.932,0.8739750000000001,0.9620249999999999,0.793,0.769,0.87505,0.992,0.984,0.997,0.009,0.004,0.015024999999999976,0.0,0.0,0.0
historical,historical,True,1000,1000,0.780749267578125,0.35983447265625,0.08569819767400752,0.08912850680414097,0.948,0.9169750000000001,0.9760249999999999,0.85,0.83,0.913,0.992,0.983,0.997,0.009,0.004,0.015,0.0,0.0,0.0
dog,dog,True,1000,1000,0.769111083984375,0.35983447265625,0.0842157298801022,0.08912850680414097,0.942,0.903,0.9690249999999999,0.837,0.816,0.901025,0.99,0.983,0.995,0.009,0.004,0.015,0.0,0.0,0.0
repetitive,repetitive,True,1000,1000,0.754498046875,0.35983447265625,0.08231343017840398,0.08912850680414097,0.938,0.8829750000000001,0.965,0.808,0.786,0.887025,0.99,0.981,0.995,0.009,0.004,0.015,0.0,0.0,0.0
robotic,robotic,True,1000,1000,0.762140380859375,0.35983447265625,0.08380708032867094,0.08912850680414097,0.94,0.8949750000000001,0.9680249999999999,0.824,0.801,0.898,0.99,0.981,0.995,0.009,0.004,0.015024999999999976,0.0,0.0,0.0
AAAAA,AAAAA,True,1000,1000,0.780052734375,0.35983447265625,0.07360267438616588,0.08912850680414097,0.963,0.936,0.9870249999999999,0.874,0.855,0.939,0.996,0.991,0.999,0.009,0.004,0.015,0.0,0.0,0.0
